categorie,id_cat_parent,id_categorie,lien_categorie,type
Machine à crépir,category-5035,category-1463,https://www.centrale-brico.com/outillage/outils-batiment/machine-a-crepir,PAGE_LIST
Auge-Seau,category-5035,category-1462,https://www.centrale-brico.com/outillage/outils-batiment/auge-seau,PAGE_LIST
Truelle-Taloche,category-5035,category-1461,https://www.centrale-brico.com/outillage/outils-batiment/truelle-taloche,PAGE_LIST
Outil tapissier,category-5035,category-1460,https://www.centrale-brico.com/outillage/outils-batiment/outil-tapissier,PAGE_LIST
Pinceau-Rouleau,category-5035,category-1459,https://www.centrale-brico.com/outillage/outils-batiment/pinceau-rouleau,PAGE_LIST
Couteau à enduire,category-5035,category-1458,https://www.centrale-brico.com/outillage/outils-batiment/couteau-a-enduire,PAGE_LIST
Outils vitre,category-5035,category-1456,https://www.centrale-brico.com/outillage/outils-batiment/outils-vitre,PAGE_LIST
Ciseau à bois,category-5035,category-1398,https://www.centrale-brico.com/outillage/outils-a-bois/ciseau-a-bois,PAGE_LIST
Coffret d'outils à bois,category-5035,category-1405,https://www.centrale-brico.com/outillage/outils-a-bois/coffret-d-outils-a-bois,PAGE_LIST
Fer de rabot,category-5035,category-1404,https://www.centrale-brico.com/outillage/outils-a-bois/fer-de-rabot,PAGE_LIST
Lime-Rape,category-5035,category-1403,https://www.centrale-brico.com/outillage/outils-a-bois/lime-rape,PAGE_LIST
Rabot-rape et Surform,category-5035,category-1402,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-rape-et-surform,PAGE_LIST
Rabot Guillaume,category-5035,category-1401,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-guillaume,PAGE_LIST
Rabot à bois,category-5035,category-1400,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-a-bois,PAGE_LIST
Racloir-Vastringue,category-5035,category-1399,https://www.centrale-brico.com/outillage/outils-a-bois/racloir-vastringue,PAGE_LIST
Accessoire pour défonceuse,category-5035,category-5339,https://www.centrale-brico.com/outillage/outils-a-bois/accessoire-pour-defonceuse,PAGE_LIST
Bloc de poussée,category-5035,category-5340,https://www.centrale-brico.com/outillage/outils-a-bois/bloc-de-poussee,PAGE_LIST
Perçage Béton-Verre,category-5035,category-1375,https://www.centrale-brico.com/outillage/percage-fraisage/percage-beton-verre,PAGE_LIST
Perçage Métaux,category-5035,category-1374,https://www.centrale-brico.com/outillage/percage-fraisage/percage-metaux,PAGE_LIST
Fraise-Défonceuse,category-5035,category-1377,https://www.centrale-brico.com/outillage/percage-fraisage/fraise-defonceuse,PAGE_LIST
Extracteur-Taraud,category-5035,category-1378,https://www.centrale-brico.com/outillage/percage-fraisage/extracteur-taraud,PAGE_LIST
Accessoires de perçage,category-5035,category-1379,https://www.centrale-brico.com/outillage/percage-fraisage/accessoires-de-percage,PAGE_LIST
Coffret forêts mixtes,category-5035,category-1380,https://www.centrale-brico.com/outillage/percage-fraisage/coffret-forets-mixtes,PAGE_LIST
Perçage Bois,category-5035,category-1376,https://www.centrale-brico.com/outillage/percage-fraisage/percage-bois,PAGE_LIST
Perçage Céramique,category-5035,category-5279,https://www.centrale-brico.com/outillage/percage-fraisage/percage-ceramique,PAGE_LIST
Pince universelle,category-5035,category-1428,https://www.centrale-brico.com/outillage/pince-tenaille/pince-universelle,PAGE_LIST
Pince coupante,category-5035,category-1430,https://www.centrale-brico.com/outillage/pince-tenaille/pince-coupante,PAGE_LIST
Pince téléphone,category-5035,category-1431,https://www.centrale-brico.com/outillage/pince-tenaille/pince-telephone,PAGE_LIST
Pince à dénuder,category-5035,category-1432,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-denuder,PAGE_LIST
Pince circlips,category-5035,category-1433,https://www.centrale-brico.com/outillage/pince-tenaille/pince-circlips,PAGE_LIST
Pince à avoyer,category-5035,category-1434,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-avoyer,PAGE_LIST
Pince-étau,category-5035,category-1435,https://www.centrale-brico.com/outillage/pince-tenaille/pince-etau,PAGE_LIST
Coupe boulon-Cisaille,category-5035,category-1437,https://www.centrale-brico.com/outillage/pince-tenaille/coupe-boulon-cisaille,PAGE_LIST
Tenaille,category-5035,category-1436,https://www.centrale-brico.com/outillage/pince-tenaille/tenaille,PAGE_LIST
Pince à Bec,category-5035,category-1728,https://www.centrale-brico.com/outillage/pince-tenaille/pince-a-bec,PAGE_LIST
Pince de précision,category-5035,category-1427,https://www.centrale-brico.com/outillage/pince-tenaille/pince-de-precision,PAGE_LIST
Pince multiprise,category-5035,category-1429,https://www.centrale-brico.com/outillage/pince-tenaille/pince-multiprise,PAGE_LIST
Coupe tube-Ebavureur,category-5035,category-1424,https://www.centrale-brico.com/outillage/plomberie/coupe-tube-ebavureur,PAGE_LIST
Débouchage,category-5035,category-1426,https://www.centrale-brico.com/outillage/plomberie/debouchage,PAGE_LIST
Cintrage,category-5035,category-1425,https://www.centrale-brico.com/outillage/plomberie/cintrage,PAGE_LIST
Clé serre-tube,category-5035,category-1423,https://www.centrale-brico.com/outillage/plomberie/cle-serre-tube,PAGE_LIST
Scie à guichet,category-5035,category-1383,https://www.centrale-brico.com/outillage/sciage/scie-a-guichet,PAGE_LIST
Lame de scie,category-5035,category-1382,https://www.centrale-brico.com/outillage/sciage/lame-de-scie,PAGE_LIST
Boîte à onglet,category-5035,category-1388,https://www.centrale-brico.com/outillage/sciage/boite-a-onglet,PAGE_LIST
Scie à métaux,category-5035,category-1389,https://www.centrale-brico.com/outillage/sciage/scie-a-metaux,PAGE_LIST
Scie maquettiste,category-5035,category-1390,https://www.centrale-brico.com/outillage/sciage/scie-maquettiste,PAGE_LIST
Scie cloche-Trépan,category-5035,category-1381,https://www.centrale-brico.com/outillage/sciage/scie-cloche-trepan,PAGE_LIST
Scie à onglet,category-5035,category-1387,https://www.centrale-brico.com/outillage/sciage/scie-a-onglet,PAGE_LIST
Scie à dos,category-5035,category-1385,https://www.centrale-brico.com/outillage/sciage/scie-a-dos,PAGE_LIST
Scie japonaise,category-5035,category-1384,https://www.centrale-brico.com/outillage/sciage/scie-japonaise,PAGE_LIST
Scie égoïne,category-5035,category-1386,https://www.centrale-brico.com/outillage/sciage/scie-egoine,PAGE_LIST
Tournevis de précision,category-5035,category-1438,https://www.centrale-brico.com/outillage/vissage/tournevis-de-precision,PAGE_LIST
Coffret de tournevis,category-5035,category-1442,https://www.centrale-brico.com/outillage/vissage/coffret-de-tournevis,PAGE_LIST
Tournevis isolé,category-5035,category-1443,https://www.centrale-brico.com/outillage/vissage/tournevis-isole,PAGE_LIST
Tournevis Torx,category-5035,category-1446,https://www.centrale-brico.com/outillage/vissage/tournevis-torx,PAGE_LIST
Tournevis plat,category-5035,category-1444,https://www.centrale-brico.com/outillage/vissage/tournevis-plat,PAGE_LIST
Tournevis cruciforme,category-5035,category-1445,https://www.centrale-brico.com/outillage/vissage/tournevis-cruciforme,PAGE_LIST
Tournevis Pozidriv,category-5035,category-1447,https://www.centrale-brico.com/outillage/vissage/tournevis-pozidriv,PAGE_LIST
Porte embout,category-5035,category-1441,https://www.centrale-brico.com/outillage/vissage/porte-embout,PAGE_LIST
Embout de vissage,category-5035,category-1440,https://www.centrale-brico.com/outillage/vissage/embout-de-vissage,PAGE_LIST
Tournevis spéciaux,category-5035,category-1439,https://www.centrale-brico.com/outillage/vissage/tournevis-speciaux,PAGE_LIST
Boîte à vis,category-5035,category-5280,https://www.centrale-brico.com/outillage/vissage/boite-a-vis,PAGE_LIST
Cric-Chandelle,category-5034,category-1421,https://www.centrale-brico.com/outillage/automobile/cric-chandelle,PAGE_LIST
Clé à molette,category-5034,category-1414,https://www.centrale-brico.com/outillage/automobile/cle-a-molette,PAGE_LIST
Accessoire auto,category-5034,category-1850,https://www.centrale-brico.com/outillage/automobile/accessoire-auto,PAGE_LIST
Clé double fourche,category-5034,category-1415,https://www.centrale-brico.com/outillage/automobile/cle-double-fourche,PAGE_LIST
Clé mixte,category-5034,category-1416,https://www.centrale-brico.com/outillage/automobile/cle-mixte,PAGE_LIST
Clé à pipe,category-5034,category-1417,https://www.centrale-brico.com/outillage/automobile/cle-a-pipe,PAGE_LIST
Clé en tube,category-5034,category-1905,https://www.centrale-brico.com/outillage/automobile/cle-en-tube,PAGE_LIST
Cliquet-Douille,category-5034,category-1418,https://www.centrale-brico.com/outillage/automobile/cliquet-douille,PAGE_LIST
Clé 6 pans- Clé Torx,category-5034,category-1419,https://www.centrale-brico.com/outillage/automobile/cle-6-pans--cle-torx,PAGE_LIST
Coffret d'outils,category-5034,category-1420,https://www.centrale-brico.com/outillage/automobile/coffret-d-outils,PAGE_LIST
Outils garagiste,category-5034,category-1422,https://www.centrale-brico.com/outillage/automobile/outils-garagiste,PAGE_LIST
Chargeur de batterie,category-5034,category-5328,https://www.centrale-brico.com/outillage/automobile/chargeur-de-batterie,PAGE_LIST
Affûtage,category-5034,category-1455,https://www.centrale-brico.com/outillage/brosserie-abrasif/affutage,PAGE_LIST
Abrasif à main,category-5034,category-1448,https://www.centrale-brico.com/outillage/brosserie-abrasif/abrasif-a-main,PAGE_LIST
Abrasif pour machine,category-5034,category-1449,https://www.centrale-brico.com/outillage/brosserie-abrasif/abrasif-pour-machine,PAGE_LIST
Disque à tronçonner,category-5034,category-1450,https://www.centrale-brico.com/outillage/brosserie-abrasif/disque-a-tronconner,PAGE_LIST
Brosse à main,category-5034,category-1451,https://www.centrale-brico.com/outillage/brosserie-abrasif/brosse-a-main,PAGE_LIST
Ramonage,category-5034,category-1452,https://www.centrale-brico.com/outillage/brosserie-abrasif/ramonage,PAGE_LIST
Brosse pour perceuse,category-5034,category-1453,https://www.centrale-brico.com/outillage/brosserie-abrasif/brosse-pour-perceuse,PAGE_LIST
Meule pour touret,category-5034,category-1454,https://www.centrale-brico.com/outillage/brosserie-abrasif/meule-pour-touret,PAGE_LIST
Couteau multifonction,category-5034,category-1395,https://www.centrale-brico.com/outillage/coupe/couteau-multifonction,PAGE_LIST
Couteau à dégainer,category-5034,category-1396,https://www.centrale-brico.com/outillage/coupe/couteau-a-degainer,PAGE_LIST
Ciseau-Coupe fils,category-5034,category-1397,https://www.centrale-brico.com/outillage/coupe/ciseau-coupe-fils,PAGE_LIST
Cutter,category-5034,category-1391,https://www.centrale-brico.com/outillage/coupe/cutter,PAGE_LIST
Couteau,category-5034,category-1392,https://www.centrale-brico.com/outillage/coupe/couteau,PAGE_LIST
Couteau de loisirs,category-5034,category-1393,https://www.centrale-brico.com/outillage/coupe/couteau-de-loisirs,PAGE_LIST
Gratte-vitres,category-5034,category-1394,https://www.centrale-brico.com/outillage/coupe/gratte-vitres,PAGE_LIST
Outils carrossier,category-5034,category-1407,https://www.centrale-brico.com/outillage/frappe/outils-carrossier,PAGE_LIST
Emporte pièce-Coupe joint,category-5034,category-1413,https://www.centrale-brico.com/outillage/frappe/emporte-piece-coupe-joint,PAGE_LIST
Pointeau-Chasse pointe,category-5034,category-1412,https://www.centrale-brico.com/outillage/frappe/pointeau-chasse-pointe,PAGE_LIST
Broche-Chevillette-Burin,category-5034,category-1411,https://www.centrale-brico.com/outillage/frappe/broche-chevillette-burin,PAGE_LIST
Sculpture sur pierre,category-5034,category-1410,https://www.centrale-brico.com/outillage/frappe/sculpture-sur-pierre,PAGE_LIST
Maillet,category-5034,category-1409,https://www.centrale-brico.com/outillage/frappe/maillet,PAGE_LIST
Masse-Massette,category-5034,category-1408,https://www.centrale-brico.com/outillage/frappe/masse-massette,PAGE_LIST
Marteau,category-5034,category-1406,https://www.centrale-brico.com/outillage/frappe/marteau,PAGE_LIST
Outils carrelage-parquet,category-5034,category-1457,https://www.centrale-brico.com/outillage/outils-batiment/outils-carrelage-parquet,PAGE_LIST
Outils plaquiste-Couvreur,category-5034,category-1466,https://www.centrale-brico.com/outillage/outils-batiment/outils-plaquiste-couvreur,PAGE_LIST
Pince à décoffrer-Barre à mine,category-5034,category-1465,https://www.centrale-brico.com/outillage/outils-batiment/pince-a-decoffrer-barre-a-mine,PAGE_LIST
Outils de coffreur-Pelle-Pioche,category-5034,category-1464,https://www.centrale-brico.com/outillage/outils-batiment/outils-de-coffreur-pelle-pioche,PAGE_LIST
Machine à crépir,category-5034,category-1463,https://www.centrale-brico.com/outillage/outils-batiment/machine-a-crepir,PAGE_LIST
Auge-Seau,category-5034,category-1462,https://www.centrale-brico.com/outillage/outils-batiment/auge-seau,PAGE_LIST
Truelle-Taloche,category-5034,category-1461,https://www.centrale-brico.com/outillage/outils-batiment/truelle-taloche,PAGE_LIST
Outil tapissier,category-5034,category-1460,https://www.centrale-brico.com/outillage/outils-batiment/outil-tapissier,PAGE_LIST
Pinceau-Rouleau,category-5034,category-1459,https://www.centrale-brico.com/outillage/outils-batiment/pinceau-rouleau,PAGE_LIST
Couteau à enduire,category-5034,category-1458,https://www.centrale-brico.com/outillage/outils-batiment/couteau-a-enduire,PAGE_LIST
Outils vitre,category-5034,category-1456,https://www.centrale-brico.com/outillage/outils-batiment/outils-vitre,PAGE_LIST
Ciseau à bois,category-5034,category-1398,https://www.centrale-brico.com/outillage/outils-a-bois/ciseau-a-bois,PAGE_LIST
Coffret d'outils à bois,category-5034,category-1405,https://www.centrale-brico.com/outillage/outils-a-bois/coffret-d-outils-a-bois,PAGE_LIST
Fer de rabot,category-5034,category-1404,https://www.centrale-brico.com/outillage/outils-a-bois/fer-de-rabot,PAGE_LIST
Lime-Rape,category-5034,category-1403,https://www.centrale-brico.com/outillage/outils-a-bois/lime-rape,PAGE_LIST
Rabot-rape et Surform,category-5034,category-1402,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-rape-et-surform,PAGE_LIST
Rabot Guillaume,category-5034,category-1401,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-guillaume,PAGE_LIST
Rabot à bois,category-5034,category-1400,https://www.centrale-brico.com/outillage/outils-a-bois/rabot-a-bois,PAGE_LIST
Racloir-Vastringue,category-5034,category-1399,https://www.centrale-brico.com/outillage/outils-a-bois/racloir-vastringue,PAGE_LIST
Accessoire pour défonceuse,category-5034,category-5339,https://www.centrale-brico.com/outillage/outils-a-bois/accessoire-pour-defonceuse,PAGE_LIST
Bloc de poussée,category-5034,category-5340,https://www.centrale-brico.com/outillage/outils-a-bois/bloc-de-poussee,PAGE_LIST
Perçage Béton-Verre,category-5034,category-1375,https://www.centrale-brico.com/outillage/percage-fraisage/percage-beton-verre,PAGE_LIST
Perçage Métaux,category-5034,category-1374,https://www.centrale-brico.com/outillage/percage-fraisage/percage-metaux,PAGE_LIST
Fraise-Défonceuse,category-5034,category-1377,https://www.centrale-brico.com/outillage/percage-fraisage/fraise-defonceuse,PAGE_LIST
Extracteur-Taraud,category-5034,category-1378,https://www.centrale-brico.com/outillage/percage-fraisage/extracteur-taraud,PAGE_LIST
Accessoires de perçage,category-5034,category-1379,https://www.centrale-brico.com/outillage/percage-fraisage/accessoires-de-percage,PAGE_LIST
Coffret forêts mixtes,category-5034,category-1380,https://www.centrale-brico.com/outillage/percage-fraisage/coffret-forets-mixtes,PAGE_LIST
Perçage Bois,category-5034,category-1376,https://www.centrale-brico.com/outillage/percage-fraisage/percage-bois,PAGE_LIST
Perçage Céramique,category-5034,category-5279,https://www.centrale-brico.com/outillage/percage-fraisage/percage-ceramique,PAGE_LIST
